study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown		
BESTAIR	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Baseline	Month-12 Follow-up Visit		numeric	-	kilograms per square meter	-	-	-	-	-	-	-		
BESTAIR	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data		Baseline Visit		numeric		millimeters of mercury	169	70.3	9.2	69	39.7	99.7	-		
BESTAIR	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data		Month-6 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-		
BESTAIR	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data		Month-12 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-		
BESTAIR	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data		Baseline Visit		numeric		millimeters of mercury	169	125.2	17.2	124.7	75.3	169	-		
BESTAIR	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data		Month-6 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-		
BESTAIR	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data		Month-12 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-		
BESTAIR	nvalid	Number of valid readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Baseline Visit		integer			166	53.2	11.4	55.5	1	76	3		
BESTAIR	nvalid	Number of valid readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Month-6 Follow-up Visit		integer			131	53.1	11.1	55	6	67	38		
BESTAIR	nvalid	Number of valid readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Month-12 Follow-up Visit		integer			75	52.5	12	56	13	72	33		
BESTAIR	nwake	Number of awake readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Baseline Visit		integer			166	37.7	10.1	39.5	1	63	3		
BESTAIR	nwake	Number of awake readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Month-6 Follow-up Visit		integer			130	37.5	9	39	6	53	39		
BESTAIR	nwake	Number of awake readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Month-12 Follow-up Visit		integer			75	36.9	10.9	39	8	58	33		
BESTAIR	pctvalid	Percent valid readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Baseline Visit		numeric		percent (%)	166	69.9	15.8	72.4	14.1	100	3		
BESTAIR	pctvalid	Percent valid readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Month-6 Follow-up Visit		numeric		percent (%)	131	70.6	15.5	72.6	28.1	100	38		
BESTAIR	pctvalid	Percent valid readings	Clinical Data/Vital Signs/Ambulatory Blood Pressure		Month-12 Follow-up Visit		numeric		percent (%)	75	70.4	17.4	69.9	26.5	98.3	33		
BESTAIR	phq8_total	Patient Health Questionnaire 8: Total Score	General Health/Patient Health Questionnaire (PHQ-8)	Summary score for Patient Health Questionnaire 8-item. Kroenke K et al. 2001 (PubMED ID: 11556941)	Baseline Visit		integer			160	5.3	4.9	4	0	24	9		
BESTAIR	phq8_total	Patient Health Questionnaire 8: Total Score	General Health/Patient Health Questionnaire (PHQ-8)	Summary score for Patient Health Questionnaire 8-item. Kroenke K et al. 2001 (PubMED ID: 11556941)	Month-6 Follow-up Visit		integer			138	4.2	4.1	3	0	18	31		
BESTAIR	phq8_total	Patient Health Questionnaire 8: Total Score	General Health/Patient Health Questionnaire (PHQ-8)	Summary score for Patient Health Questionnaire 8-item. Kroenke K et al. 2001 (PubMED ID: 11556941)	Month-12 Follow-up Visit		integer			77	4.1	4	2	0	17	31		
BESTAIR	prom_sdscale	PROMIS Sleep Disturbance: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Disturbance	"Calculated - Summary score for the PROMIS Sleep Disturbance instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. The T-score is categorized as: <55 (none to slight), 55.0 to 59.9 (mild), 60.0 to 69.9 (moderate), and >=70 (severe). Yu L et al, 2012 (PMID: 22250775)"	Baseline Visit		integer			164	21.9	6.8	22	7	38	5		
BESTAIR	prom_sdscale	PROMIS Sleep Disturbance: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Disturbance	"Calculated - Summary score for the PROMIS Sleep Disturbance instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. The T-score is categorized as: <55 (none to slight), 55.0 to 59.9 (mild), 60.0 to 69.9 (moderate), and >=70 (severe). Yu L et al, 2012 (PMID: 22250775)"	Month-6 Follow-up Visit		integer			136	17.8	6.9	16	6	38	33		
BESTAIR	prom_sdscale	PROMIS Sleep Disturbance: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Disturbance	"Calculated - Summary score for the PROMIS Sleep Disturbance instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. The T-score is categorized as: <55 (none to slight), 55.0 to 59.9 (mild), 60.0 to 69.9 (moderate), and >=70 (severe). Yu L et al, 2012 (PMID: 22250775)"	Month-12 Follow-up Visit		integer			77	17	6.9	16	6	33	31		
BESTAIR	prom_sriscale	PROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Related Impairment	"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The total score is derived by summing all 8 items and divided by the number of answered items. Higher score indicates more severe sleep related impairment.Yu L et al, 2012 (PMID: 22250775)"	Baseline Visit		integer			163	17.3	6.3	16	8	38	6		
BESTAIR	prom_sriscale	PROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Related Impairment	"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The total score is derived by summing all 8 items and divided by the number of answered items. Higher score indicates more severe sleep related impairment.Yu L et al, 2012 (PMID: 22250775)"	Month-6 Follow-up Visit		integer			137	14.7	5.8	13	8	34	32		
BESTAIR	prom_sriscale	PROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Related Impairment	"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The total score is derived by summing all 8 items and divided by the number of answered items. Higher score indicates more severe sleep related impairment.Yu L et al, 2012 (PMID: 22250775)"	Month-12 Follow-up Visit		integer			78	14.5	5.7	13	8	33	30		
BESTAIR	pvr	Pulmonary vascular resistance	Clinical Data/Diagnostic Studies/Echocardiography		Baseline Visit		numeric		wood	83	149.9	36.4	141.1	94.1	273.9	86		
BESTAIR	pvr	Pulmonary vascular resistance	Clinical Data/Diagnostic Studies/Echocardiography		Month-6 Follow-up Visit		numeric		wood	-	-	-	-	-	-	-		
BESTAIR	pvr	Pulmonary vascular resistance	Clinical Data/Diagnostic Studies/Echocardiography		Month-12 Follow-up Visit		numeric		wood	37	141.9	33.4	136.2	97.6	268.6	71		
BESTAIR	pw	Parasternal long axis view: Posterior wall thickness (PWT)	Clinical Data/Diagnostic Studies/Echocardiography		Baseline Visit		numeric		centimeters (cm)	150	1	0.1	1	0.7	1.5	19		
BESTAIR	pw	Parasternal long axis view: Posterior wall thickness (PWT)	Clinical Data/Diagnostic Studies/Echocardiography		Month-6 Follow-up Visit		numeric		centimeters (cm)	-	-	-	-	-	-	-		
BESTAIR	pw	Parasternal long axis view: Posterior wall thickness (PWT)	Clinical Data/Diagnostic Studies/Echocardiography		Month-12 Follow-up Visit		numeric		centimeters (cm)	68	1	0.1	1	0.7	1.5	40		
BESTAIR	rvfac	Right ventricular fractional area change (RVFAC)	Clinical Data/Diagnostic Studies/Echocardiography		Baseline Visit		numeric			138	0.5	0.05	0.5	0.3	0.6	31		
BESTAIR	rvfac	Right ventricular fractional area change (RVFAC)	Clinical Data/Diagnostic Studies/Echocardiography		Month-6 Follow-up Visit		numeric			-	-	-	-	-	-	-		
BESTAIR	rvfac	Right ventricular fractional area change (RVFAC)	Clinical Data/Diagnostic Studies/Echocardiography		Month-12 Follow-up Visit		numeric			64	0.5	0.04	0.5	0.4	0.6	44		
BESTAIR	whiirs_total	Total score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Sleep Questionnaires/Sleep Disturbance/Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Calculated - The Women's Health Initiative Insomnia Rating Scale (WHIIRS) has 5 items. Each item is scored on a 5 point scale (from 0-4). The total score is the sum of all five items ranging from 0 to 20. Higher score indicates more severe insomnia. A score of 9 or higher is considered clinically significant insomnia. Levine et al.(2003)	Baseline Visit		integer			161	9.7	4.6	10	1	20	8		
BESTAIR	whiirs_total	Total score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Sleep Questionnaires/Sleep Disturbance/Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Calculated - The Women's Health Initiative Insomnia Rating Scale (WHIIRS) has 5 items. Each item is scored on a 5 point scale (from 0-4). The total score is the sum of all five items ranging from 0 to 20. Higher score indicates more severe insomnia. A score of 9 or higher is considered clinically significant insomnia. Levine et al.(2003)	Month-6 Follow-up Visit		integer			134	7.3	4.3	7	0	19	35		
BESTAIR	whiirs_total	Total score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Sleep Questionnaires/Sleep Disturbance/Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Calculated - The Women's Health Initiative Insomnia Rating Scale (WHIIRS) has 5 items. Each item is scored on a 5 point scale (from 0-4). The total score is the sum of all five items ranging from 0 to 20. Higher score indicates more severe insomnia. A score of 9 or higher is considered clinically significant insomnia. Levine et al.(2003)	Month-12 Follow-up Visit		integer			74	6.8	4.2	6	0	19	34		
CCSHS	ahi_a0h3	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_a0h3= 60 * (hrembp3+hrop3+hnrbp3+hnrop3+carbp+carop+canbp+canop+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.5	± 4.8	0.6	0	99.1	2		
CCSHS	ahi_a0h4a	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_a0h4a= 60 * (hremba4+hroa4+hnrba4+hnroa4+carbp+carop+canbp+canop+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.4	± 4.6	0.6	0	93.8	2		
CCSHS	ahi_c0h3	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_c0h3= 60 * (hrembp3+hrop3+hnrbp3+hnrop3+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour	515	1.3	± 4.0	0.6	0	80.5	2		
CCSHS	ahi_c0h4a	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_c0h4a= 60 * (hremba4+hroa4+hnrba4+hnroa4+carbp+carop+canbp+canop) /slpprdp	numeric		number of events per hour	515	1.3	± 3.7	0.6	0	75.1	2		
CCSHS	ahi_o0h3	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_o0h3= 60 * (hrembp3+hrop3+hnrbp3+hnrop3+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.2	± 4.7	0.4	0	98.4	2		
CCSHS	ahi_o0h4a	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	TREC	ahi_o0h4a= 60 * (hremba4+hroa4+hnrba4+hnroa4+oarbp+oarop+oanbp+oanop) /slpprdp	numeric		number of events per hour	515	1.2	± 4.5	0.4	0	93.1	2		
CCSHS	avgsat	Average oxygen saturation during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during total sleep duration from type I polysomnography	TREC	avgsat= ( ( avsao2nh ) * (timest1p+timest2p+times34p) + ( avsao2rh ) * (timeremp) ) / 100	numeric		percent (%)	515	96.8	± 1.0	97	89	99	2		
CCSHS	bmi	Body Mass Index (BMI)	Anthropometry		TREC		numeric		kilograms per meters squared (kg/m2)	517	25.1	± 5.9	23.3	16.5	53.5			
CCSHS	bmipct	"Body Mass Index (BMI) percentile (from the Centers for Disease Control and Prevention (CDC)) for age, gender"	Anthropometry	Age- and gender-specific Body Mass Index (BMI) percentile based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric			517	65.9	± 27.8	71.4	0.3	99.9			
CCSHS	bmiz	"Body Mass Index (BMI) z-score (from the Centers for Disease Control and Prevention (CDC)) for age, gender"	Anthropometry	Age- and gender-specific Body Mass Index (BMI) z-score based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric			517	0.6	± 1.1	0.6	-2.7	3			
CCSHS	essscore	Total score for modified Epworth Sleepiness Scale (ESS)	Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS)	The sum of items 1-8.	TREC		numeric			515	7.6	± 3.8	7	0	20	2		
CCSHS	haz	"Height z-score (from the Centers for Disease Control and Prevention (CDC)) for age, gender"	Anthropometry	Age- and gender-specific height z-score based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric			517	-0.03	± 1.0	-0.06	-2.9	4.4			
CCSHS	htcm	Height	Anthropometry		TREC		numeric		centimeters (cm)	517	169.3	± 9.5	169.5	144.3	205.7			
CCSHS	htpct	"Height percentile (from the Centers for Disease Control and Prevention (CDC)) for age, gender"	Anthropometry	Age- and gender-specific height z-score based on the Centers for Disease Control and Prevention (CDC) norms	TREC		numeric		percent (%)	517	49.1	± 29.6	47.8	0.2	100			
CCSHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Visit 3	Peds		numeric	-	years	-	-	-	-	-	-	-		
CCSHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Visit 3	Teenz		numeric	-	years	-	-	-	-	-	-	-		
CCSHS	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Visit 3	TREC		numeric	517	years	517	17.7	± 0.4	17.7	16.1	19.6			
CCSHS	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_a0h3 at Visit 3	TREC		numeric		number of events per hour	515	1.5	± 4.8	0.6	0	99.1	2		
CCSHS	nsrr_ahi_hp4r	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_a0h4a at Visit 3	TREC		numeric		number of events per hour	515	1.4	± 4.6	0.6	0	93.8	2		
CCSHS	nsrr_avglvlsa	Average oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Satuartion	Harmonized by the NSRR team. Source: avgsat	TREC		numeric		percent (%)	515	96.8	± 1.0	97	89	99	2		
CCSHS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Visit 3	Peds		numeric	-	kilograms per meters squared (kg/m2)	-	-	-	-	-	-	-		
CCSHS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Visit 3	Teenz		numeric	-	kilograms per meters squared (kg/m2)	-	-	-	-	-	-	-		
CCSHS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Visit 3	TREC		numeric	517	kilograms per meters squared (kg/m2)	517	25.1	± 5.9	23.3	16.5	53.5			
CCSHS	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	"Average resting diastolic blood pressure of six measurements (three measurements in the evening and three in the morning) collected from the upper arm in a single day. In cases where either of the measurements was missing, the average was calculated discarding the missing value. Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bpdias at Visit 3"	TREC		numeric		millimeters of mercury (mmHg)	517	64.5	± 8.3	63.7	39	90.7			
CCSHS	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	"Average resting systolic blood pressure of six measurements (three measurements in the evening and three in the morning) collected from the upper arm in a single day. In cases where either of the measurements was missing, the average was calculated discarding the missing value. Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bpsys at Visit 3"	TREC		numeric		millimeters of mercury (mmHg)	517	115.2	± 9.5	114.8	90.3	159.7			
CCSHS	nsrr_cai	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: canbp canop carbp carop slpprdp	TREC	nsrr_cai= 60*(canbp+canop+carbp+carop)/slpprdp	numeric		number of events per hour	515	0.2	± 0.6	0.1	0	7.9	2		
CCSHS	nsrr_minlvlsa	Minimum oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Satuartion	Harmonized by the NSRR team. Source: minsat	TREC		numeric		percent (%)	515	91.5	± 3.1	92	59	97	2		
CCSHS	nsrr_oahi_hp3u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: ahi_o0h3	TREC		numeric		number of events per hour	515	1.2	± 4.7	0.4	0	98.4	2		
CCSHS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: ahi_o0h4	TREC		numeric		number of events per hour	515	0.7	± 4.1	0.1	0	89.9	2		
CCSHS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: oai0p	TREC		numeric		number of events per hour	515	0.2	± 1.0	0	0	18.7	2		
