study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
APPLES	sumrecall	Buschke Selective Reminding Test (BSRT) Sum Recall - 1 NC Outcome	Clinical Data/Neurocognitive Testing/Buschke Selective Reminding Test (BSRT)	Buschke Selective Reminding Test (BSRT) Sum Recall - 1 NC Outcome	Diagnostic Visit (DX)		numeric			1105	49.7	9.2	51	-3	70	411
APPLES	pfnacc	Cogscreen Pathfinder Number (PN) Accurarcy	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	Cogscreen Pathfinder Number (PN) Accurarcy	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	pfnacc	Cogscreen Pathfinder Number (PN) Accurarcy	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	Cogscreen Pathfinder Number (PN) Accurarcy	Diagnostic Visit (DX)		numeric			1105	99.3	5	100	-9	100	411
APPLES	pfncoor	Cogscreen Pathfinder Number (PN) Coordination	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	Cogscreen Pathfinder Number (PN) Coordination	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	pfncoor	Cogscreen Pathfinder Number (PN) Coordination	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	Cogscreen Pathfinder Number (PN) Coordination	Diagnostic Visit (DX)		numeric			1105	1.4	0.6	1.4	-9	3.8	411
APPLES	pfnput	Cogscreen Pathfinder Number (PN) Thruput	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	Cogscreen Pathfinder Number (PN) Thruput	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	pfnput	Cogscreen Pathfinder Number (PN) Thruput	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	Cogscreen Pathfinder Number (PN) Thruput	Diagnostic Visit (DX)		numeric			1105	71.9	18	71.5	-9	133	411
APPLES	session	CogScreen Session	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	CogScreen Session	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	session	CogScreen Session	Clinical Data/Neurocognitive Testing/Cogscreen Pathfinder Number (PN)	CogScreen Session	Diagnostic Visit (DX)		numeric			1105	3	0	3	3	3	411
APPLES	totalcorr12	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.2 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.2 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totalcorr12	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.2 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.2 second trial	Diagnostic Visit (DX)		numeric			1105	26.8	10.3	27	-3	59	411
APPLES	totalcorr16	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.6 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.6 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totalcorr16	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.6 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 1.6 second trial	Diagnostic Visit (DX)		numeric			1105	36.4	12.6	37	-3	60	411
APPLES	totalcorr20	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.0 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.0 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totalcorr20	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.0 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.0 second trial	Diagnostic Visit (DX)		numeric			1105	42.3	12.9	44	-3	60	411
APPLES	totalcorr24	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.4 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.4 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totalcorr24	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.4 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - 2.4 second trial	Diagnostic Visit (DX)		numeric			1105	46.8	12.9	51	-3	60	411
APPLES	totalcorrall	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - All 4 trials combined	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - All 4 trials combined	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totalcorrall	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - All 4 trials combined	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Correct Responses - All 4 trials combined	Diagnostic Visit (DX)		numeric			1105	152.4	45.5	157	-3	237	411
APPLES	totaldyad12	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.2 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.2 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totaldyad12	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.2 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.2 second trial	Diagnostic Visit (DX)		numeric			1105	11.4	11.1	9	-3	57	411
APPLES	totaldyad16	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.6 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.6 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totaldyad16	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.6 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 1.6 second trial	Diagnostic Visit (DX)		numeric			1105	23.4	15.7	22	-3	59	411
APPLES	totaldyad20	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.0 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.0 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totaldyad20	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.0 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.0 second trial	Diagnostic Visit (DX)		numeric			1105	31.5	17	33	-3	59	411
APPLES	totaldyad24	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.4 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.4 second trial	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totaldyad24	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.4 second trial	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - 2.4 second trial	Diagnostic Visit (DX)		numeric			1105	38.2	17.2	43	-3	59	411
APPLES	totaldyadall	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - All 4 trials combined	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - All 4 trials combined	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	totaldyadall	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - All 4 trials combined	Clinical Data/Neurocognitive Testing/Paced Auditory Serial Addition Task (PASAT)	Paced Auditory Serial Addition Task (PASAT) Total Dyad Responses - All 4 trials combined	Diagnostic Visit (DX)		numeric			1105	104.6	56.8	104	-3	231	411
APPLES	falsestartsc	Psychomotor Vigilance Test (PVT) False Start (C) (no stimulus, correct key)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) False Start (C) (no stimulus, correct key)	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	falsestartsc	Psychomotor Vigilance Test (PVT) False Start (C) (no stimulus, correct key)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) False Start (C) (no stimulus, correct key)	Diagnostic Visit (DX)		numeric			1199	2.3	4.5	1	0	73	317
APPLES	falsestartse	Psychomotor Vigilance Test (PVT) False Start (E) (no stimulus, incorrect key)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) False Start (E) (no stimulus, incorrect key)	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	falsestartse	Psychomotor Vigilance Test (PVT) False Start (E) (no stimulus, incorrect key)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) False Start (E) (no stimulus, incorrect key)	Diagnostic Visit (DX)		numeric			1199	0.09	0.9	0	0	20	317
APPLES	goodrs	Psychomotor Vigilance Test (PVT) Good Rs (correct responses)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Good Rs (correct responses)	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	goodrs	Psychomotor Vigilance Test (PVT) Good Rs (correct responses)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Good Rs (correct responses)	Diagnostic Visit (DX)		numeric			1199	94.3	6.4	94	0	150	317
APPLES	isimaximum	Psychomotor Vigilance Test (PVT) Interstimulus Interval Maximum	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Interstimulus Interval Maximum	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	isimaximum	Psychomotor Vigilance Test (PVT) Interstimulus Interval Maximum	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Interstimulus Interval Maximum	Diagnostic Visit (DX)		numeric			1199	9997.5	86.6	10000	7000	10000	317
APPLES	isiminimum	Psychomotor Vigilance Test (PVT) Interstimulus Interval Minimum	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Interstimulus Interval Minimum	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	isiminimum	Psychomotor Vigilance Test (PVT) Interstimulus Interval Minimum	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Interstimulus Interval Minimum	Diagnostic Visit (DX)		numeric			1199	1999.2	28.9	2000	1000	2000	317
APPLES	lapsesrtge500	Psychomotor Vigilance Test (PVT) Total Lapse Counts (>=500 msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Total Lapse Counts (>=500 msec)	Baseline (BL)		numeric		>=500 msec	-	-	-	-	-	-	1516
APPLES	lapsesrtge500	Psychomotor Vigilance Test (PVT) Total Lapse Counts (>=500 msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Total Lapse Counts (>=500 msec)	Diagnostic Visit (DX)		numeric		>=500 msec	1199	1.9	4.3	1	-22	82	317
APPLES	lapsqrxfrm	Psychomotor Vigilance Test (PVT) Total lapse counts transformed by using Freeman & Tukey's (1950) square root of X plus square root of (X + 1)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Total lapse counts transformed by using Freeman & Tukey's (1950) square root of X plus square root of (X + 1)	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	lapsqrxfrm	Psychomotor Vigilance Test (PVT) Total lapse counts transformed by using Freeman & Tukey's (1950) square root of X plus square root of (X + 1)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Total lapse counts transformed by using Freeman & Tukey's (1950) square root of X plus square root of (X + 1)	Diagnostic Visit (DX)		numeric			1199	2.5	2	2.4	-22	18.2	317
APPLES	meanfrt	Psychomotor Vigilance Test (PVT) Mean of fastest 10% of RTs (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean of fastest 10% of RTs (msec)	Baseline (BL)		numeric		msec	-	-	-	-	-	-	1516
APPLES	meanfrt	Psychomotor Vigilance Test (PVT) Mean of fastest 10% of RTs (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean of fastest 10% of RTs (msec)	Diagnostic Visit (DX)		numeric		msec	1199	198.7	50.7	196.9	-888	595.1	317
APPLES	meanrt	Psychomotor Vigilance Test (PVT) Mean RT (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean RT (msec)	Baseline (BL)		numeric		msec	-	-	-	-	-	-	1516
APPLES	meanrt	Psychomotor Vigilance Test (PVT) Mean RT (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean RT (msec)	Diagnostic Visit (DX)		numeric		msec	1199	272.8	79.1	260.8	-888	978.5	317
APPLES	meansrrt	Psychomotor Vigilance Test (PVT) Mean reciprocal (1/RT) of slowest 10% of responses	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean reciprocal (1/RT) of slowest 10% of responses	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	meansrrt	Psychomotor Vigilance Test (PVT) Mean reciprocal (1/RT) of slowest 10% of responses	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean reciprocal (1/RT) of slowest 10% of responses	Diagnostic Visit (DX)		numeric			1199	1.1	36.4	2.6	-888	4.4	317
APPLES	meansrt	Psychomotor Vigilance Test (PVT) Mean of slowest 10% of RTs (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean of slowest 10% of RTs (msec)	Baseline (BL)		numeric		msec	-	-	-	-	-	-	1516
APPLES	meansrt	Psychomotor Vigilance Test (PVT) Mean of slowest 10% of RTs (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Mean of slowest 10% of RTs (msec)	Diagnostic Visit (DX)		numeric		msec	1199	470.5	380.9	397.7	-888	6247.6	317
APPLES	medianrt	Psychomotor Vigilance Test (PVT) Median RT (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Median RT (msec)	Baseline (BL)		numeric		msec	-	-	-	-	-	-	1516
APPLES	medianrt	Psychomotor Vigilance Test (PVT) Median RT (msec)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Median RT (msec)	Diagnostic Visit (DX)		numeric		msec	1199	249.5	63	246	-888	758	317
APPLES	sleepypost	Psychomotor Vigilance Test (PVT) Sleepiness Post-test - Visual Analog Scale Rating (range 1-10)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Sleepiness Post-test - Visual Analog Scale Rating (range 1-10)	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	sleepypost	Psychomotor Vigilance Test (PVT) Sleepiness Post-test - Visual Analog Scale Rating (range 1-10)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Sleepiness Post-test - Visual Analog Scale Rating (range 1-10)	Diagnostic Visit (DX)		numeric			1199	6.4	3.5	7	-21	10	317
APPLES	sleepypre	Psychomotor Vigilance Test (PVT) Sleepiness Pre-test - Visual Analog Scale Rating (range 1-10)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Sleepiness Pre-test - Visual Analog Scale Rating (range 1-10)	Baseline (BL)		numeric			-	-	-	-	-	-	1516
APPLES	sleepypre	Psychomotor Vigilance Test (PVT) Sleepiness Pre-test - Visual Analog Scale Rating (range 1-10)	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)	Psychomotor Vigilance Test (PVT) Sleepiness Pre-test - Visual Analog Scale Rating (range 1-10)	Diagnostic Visit (DX)		numeric			1199	5.7	3.2	6	-21	10	317
