study_name	variable_name	variable_label	folder	description	visit	domain	type
SHHS	nsrr_pctdursp_s1	nsrr_pctdursp_s1Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography			numeric
SHHS	nsrr_pctdursp_s2	nsrr_pctdursp_s2Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography			numeric
SHHS	nsrr_pctdursp_s3	nsrr_pctdursp_s3Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography			numeric
SHHS	nsrr_pctdursp_sr	nsrr_pctdursp_srPercentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography			numeric
SHHS	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
SHHS	nsrr_ttldurws_f1	nsrr_ttldurws_f1Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography			numeric
SHHS	nsrr_ttleffsp_f1	nsrr_ttleffsp_f1Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography			numeric
SHHS	nsrr_ttllatsp_f1	nsrr_ttllatsp_f1Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography			integer
SHHS	nsrr_ttlprdbd_f1	nsrr_ttlprdbd_f1Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography			numeric
SOF	sofid	sofidStudy of Osteoporotic Fractures (SOF) Public Data Release ID	Administrative	Study of Osteoporotic Fractures (SOF) Public Data Release ID			identifier
SOF	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
SOF	nsrr_ahi_hp3r_aasm15	nsrr_ahi_hp3r_aasm15Apnea-Hypopnea Index: (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep			numeric
SOF	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index: (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
SOF	nsrr_pctdursp_s1	nsrr_pctdursp_s1Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 (N1) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 (N1) from polysomnography			numeric
SOF	nsrr_pctdursp_s2	nsrr_pctdursp_s2Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 (N2) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 (N2) from polysomnography			numeric
SOF	nsrr_pctdursp_s3	nsrr_pctdursp_s3Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 (N3) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 (N3) from polysomnography			numeric
SOF	nsrr_pctdursp_sr	nsrr_pctdursp_srPercentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography			numeric
SOF	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
SOF	nsrr_ttleffsp_f1	nsrr_ttleffsp_f1Sleep Efficiency: the ratio of sleep duration (i.e., total sleep time, TST) to in-bed period frompolysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of sleep duration (i.e., total sleep time, TST) to in-bed period frompolysomnography			numeric
SOF	nsrr_ttllatsp_f1	nsrr_ttllatsp_f1Sleep Latency: the interval between lights-out/in-bed time and sleep onset time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Latency: the interval between lights-out/in-bed time and sleep onset time from polysomnography			numeric
SOF	nsrr_ttlprdbd_f1	nsrr_ttlprdbd_f1Total period of bed (i.e., time in bed) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total period of bed (i.e., time in bed) from polysomnography			numeric
SOF	ahi_a0h3a	ahi_a0h3aApnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography			numeric
SOF	ahi_a0h4	ahi_a0h4Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography			numeric
SOF	ahi_c0h3a	ahi_c0h3aCentral Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography			numeric
SOF	ahi_c0h4	ahi_c0h4Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography			numeric
SOF	ahi_o0h3a	ahi_o0h3aObstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography			numeric
SOF	ahi_o0h4	ahi_o0h4Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography			numeric
SOF	ai_all	ai_allArousal Index: Number of arousals per hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Arousals	Arousal Index: Number of arousals per hour of sleep from type II polysomnography			numeric
SOF	slp_eff	slp_effSleep Efficiency: the ratio of sleep duration (i.e. total sleep time) to in-bed period from type II polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of sleep duration (i.e. total sleep time) to in-bed period from type II polysomnography			numeric
SOF	slpprdp	slpprdpTotal Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from type II polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from type II polysomnography			numeric
SOF	nsrrid	nsrridNSRR Subject Identifier	Administrative	NSRR Subject Identifier			identifier
SOF	v8folall	v8folallOverall follow-up time since visit 8	Administrative	Overall follow-up time since visit 8			numeric
SOF	v4hipg	v4hipgHip	Anthropometry	Hip			numeric
SOF	v4wais	v4waisWaist	Anthropometry	Waist			numeric
SOF	v4wsthip	v4wsthipWaist to hip ratio	Anthropometry	Waist to hip ratio			numeric
SOF	v1lbppls	v1lbpplsPulse lying down	Clinical Data/Vital Signs	Pulse lying down			numeric
SOF	v1sbppls	v1sbpplsPulse standing	Clinical Data/Vital Signs	Pulse standing			numeric
SOF	v1lidias	v1lidiasDiastolic blood pressure (DBP) lying down	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure (DBP) lying down			numeric
SOF	v1lisys	v1lisysSystolic blood pressure (SBP) lying down	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure (SBP) lying down			numeric
SOF	v1stddia	v1stddiaDiastolic blood pressure (DBP) standing up	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure (DBP) standing up			numeric
SOF	v1stdsys	v1stdsysSystolic blood pressure (SBP) standing up	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure (SBP) standing up			numeric
SOF	v9sitdia	v9sitdiaDiastolic blood pressure (DBP) sitting down	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure (DBP) sitting down			numeric
SOF	v9sitsys	v9sitsysSystolic blood pressure (SBP) sitting down	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure (SBP) sitting down			numeric
SOF	age_category	age_categoryAge (categorical)	Demographics	Age (categorical)		1:75-84 years|2:85 years or older	choices
SOF	v1drink	v1drinkIn the past 12 months, have you had at least one drink of any kind of alcoholic beverage?	Lifestyle and Behavioral Health	In the past 12 months, have you had at least one drink of any kind of alcoholic beverage?		0:No|1:Yes|2:Refused|8:Not applicable	choices
SOF	v1drwka	v1drwkaDrinks per week adjusted for atypical drinking	Lifestyle and Behavioral Health	Drinks per week adjusted for atypical drinking			numeric
SOF	v1diabcl	v1diabclDiabetes with insulin info	Medical History	Diabetes with insulin info		0:None|1:Yes, With Insulin|2:Yes, No Insulin	choices
SOF	v1hyten	v1hytenHypertension status	Medical History	Hypertension status		0:No Hypertension|1:Hypertension	choices
SOF	v2echf	v2echfHas a doctor ever told you that you have congestive heart failure (CHF)?	Medical History	Has a doctor ever told you that you have congestive heart failure (CHF)?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v2enghrt	v2enghrtHas a doctor ever told you that you have an enlarged heart?	Medical History	Has a doctor ever told you that you have an enlarged heart?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v4ekg	v4ekgHas a doctor ever told you that you have an abnormal EKG, ECG, or electrocardiogram?	Medical History	Has a doctor ever told you that you have an abnormal EKG, ECG, or electrocardiogram?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v4hrtdtx	v4hrtdtxAre you currently being treated for this condition by a doctor?	Medical History	Are you currently being treated for this condition by a doctor?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v4seiz	v4seizHas a doctor ever told you that you have seizures (fits or convulsions)?	Medical History	Has a doctor ever told you that you have seizures (fits or convulsions)?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v5scancr	v5scancrIn the last two years, has a doctor told you that you have cancer?	Medical History	In the last two years, has a doctor told you that you have cancer?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v6sangin	v6sanginHas a doctor or other health care provider ever told you that you had angina?	Medical History	Has a doctor or other health care provider ever told you that you had angina?		0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
STAGES	subject_code	subject_codeSTAGES Subject Identifier	Administrative	STAGES Subject Identifier			identifier
STAGES	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
STAGES	modified_completed	modified_completedDate ASQ completed	Administrative	Date ASQ completed			datetime
STAGES	modified_created_at	modified_created_atDate ASQ created	Administrative	Date ASQ created			datetime
STAGES	sched_0300	sched_0300Time School Starts	Demographics/Education	Time School Starts			time
STAGES	sched_0301	sched_0301Time School Starts - Varies	Demographics/Education	Time School Starts - Varies		0:No|1:Yes	choices
STAGES	sched_0400	sched_0400Time School Ends	Demographics/Education	Time School Ends			time
STAGES	sched_0401	sched_0401Time School Ends - Varies	Demographics/Education	Time School Ends - Varies		0:No|1:Yes	choices
STAGES	sched_0510	sched_0510Do you work a split shift?	Demographics/Employment	Do you work a split shift?		0:No|1:Yes	choices
STAGES	sched_0700	sched_0700Self-reported work start time, current shift	Demographics/Employment	Self-reported work start time, current shift			time
STAGES	sched_0800	sched_0800Self-reported work end time, current shift	Demographics/Employment	Self-reported work end time, current shift			time
STAGES	sched_1100	sched_1100Self-reported work start time, next shift	Demographics/Employment	Self-reported work start time, next shift			time
STAGES	sched_1200	sched_1200Self-reported work end time, next shift	Demographics/Employment	Self-reported work end time, next shift			time
STAGES	sched_1500	sched_1500Self-reported work start time, 3rd shift	Demographics/Employment	Self-reported work start time, 3rd shift			time
STAGES	sched_1501	sched_1501Self-reported work start time, no 3rd shift	Demographics/Employment	Self-reported work start time, no 3rd shift		0:No|1:Yes	choices
STAGES	sched_1600	sched_1600Self-reported work end time, 3rd shift	Demographics/Employment	Self-reported work end time, 3rd shift			time
STAGES	cir_0100	cir_0100Routinely travel to other time zones	Lifestyle and Behavioral Health	Routinely travel to other time zones		0:No|1:Yes	choices
WSC	wsc_id	wsc_idUnique identifier	Administrative	Unique identifier			identifier
WSC	nsrrid	nsrridNSRR subject identifier	Harmonized/Administrative	NSRR subject identifier			identifier
WSC	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
WSC	nsrr_pctdursp_s1	nsrr_pctdursp_s1Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography			numeric
WSC	nsrr_pctdursp_s2	nsrr_pctdursp_s2Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography			numeric
WSC	nsrr_pctdursp_s3	nsrr_pctdursp_s3Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography			numeric
WSC	nsrr_pctdursp_sr	nsrr_pctdursp_srPercentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography			numeric
WSC	nsrr_tst_f1	nsrr_tst_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
WSC	nsrr_ttleffsp_f1	nsrr_ttleffsp_f1Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography			numeric
WSC	nsrr_ttllatsp_f1	nsrr_ttllatsp_f1Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography			numeric
WSC	nsrr_waso_f1	nsrr_waso_f1Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography			numeric
WSC	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Sociodemographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
WSC	minsao2tst	minsao2tstMinimum level of oxygen saturation in total sleep duration from type I polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Disordered Breathing/Oxygen Saturation Metrics	Minimum level of oxygen saturation in total sleep duration from type I polysomnography			numeric
WSC	ptstl90	ptstl90Percent of the total sleep duration with oxygen saturation below 90% from type I polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Disordered Breathing/Oxygen Saturation Metrics	Percent of the total sleep duration with oxygen saturation below 90% from type I polysomnography			numeric
WSC	se	seSleep Efficiency: the proportion of sleep duration in in-bed period from type I polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Sleep Efficiency: the proportion of sleep duration in in-bed period from type I polysomnography			numeric
WSC	tst	tstTotal Sleep Duration: the interval between sleep onset time and lights on/out-bed time while the participant is asleep from type I polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Total Sleep Duration: the interval between sleep onset time and lights on/out-bed time while the participant is asleep from type I polysomnography			numeric
WSC	waso	wasoWake After Sleep Onset: the total duration between sleep onset and lights-on/out-bed time while being awake from type I polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Wake After Sleep Onset: the total duration between sleep onset and lights-on/out-bed time while being awake from type I polysomnography			numeric
WSC	age	ageAge of the participant	Sociodemographics	Age of the participant			integer
