study_name	variable_name	variable_label	folder	description	visit	domain	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
BESTAIR	bp24mapweight	bp24mapweightWeighted average of mean arterial pressure (MAP)	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Weighted average of mean arterial pressure (MAP)	Month-6 Follow-up Visit		numeric		millimeters of mercury (mmHg)	124	89.9	9.3	89.1	70.1	122.5	45
BESTAIR	bp24mapweight	bp24mapweightWeighted average of mean arterial pressure (MAP)	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Weighted average of mean arterial pressure (MAP)	Month-12 Follow-up Visit		numeric		millimeters of mercury (mmHg)	72	89.3	8.1	89.2	75.0	110.3	36
BESTAIR	bp24sbpweight	bp24sbpweightWeighted average of systolic blood pressure (SBP)	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Weighted average of systolic blood pressure (SBP)	Baseline Visit		numeric		millimeters of mercury (mmHg)	161	124.1	13.1	123.2	98.3	166.8	8
BESTAIR	bp24sbpweight	bp24sbpweightWeighted average of systolic blood pressure (SBP)	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Weighted average of systolic blood pressure (SBP)	Month-6 Follow-up Visit		numeric		millimeters of mercury (mmHg)	124	124.9	12.6	123.7	100.2	165.7	45
BESTAIR	bp24sbpweight	bp24sbpweightWeighted average of systolic blood pressure (SBP)	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Weighted average of systolic blood pressure (SBP)	Month-12 Follow-up Visit		numeric		millimeters of mercury (mmHg)	72	124.9	13.2	124.6	97.1	160.3	36
BESTAIR	avgseateddiastolic	avgseateddiastolicAverage seated diastolic blood pressure (DBP)	Clinical Data/Vital Signs/Seated Blood Pressure	Average seated diastolic blood pressure (DBP)	Baseline Visit		numeric		millimeters of mercury (mmHg)	169	70.3	9.2	69.0	39.7	99.7	-
BESTAIR	avgseateddiastolic	avgseateddiastolicAverage seated diastolic blood pressure (DBP)	Clinical Data/Vital Signs/Seated Blood Pressure	Average seated diastolic blood pressure (DBP)	Month-6 Follow-up Visit		numeric		millimeters of mercury (mmHg)	135	71.0	9.8	69.7	49.3	102.0	34
BESTAIR	avgseateddiastolic	avgseateddiastolicAverage seated diastolic blood pressure (DBP)	Clinical Data/Vital Signs/Seated Blood Pressure	Average seated diastolic blood pressure (DBP)	Month-12 Follow-up Visit		numeric		millimeters of mercury (mmHg)	80	69.8	8.5	68.2	48.3	93.3	28
BESTAIR	avgseatedsystolic	avgseatedsystolicAverage seated systolic blood pressure (SBP)	Clinical Data/Vital Signs/Seated Blood Pressure	Average seated systolic blood pressure (SBP)	Baseline Visit		numeric		millimeters of mercury (mmHg)	169	125.2	17.2	124.7	75.3	169.0	-
BESTAIR	avgseatedsystolic	avgseatedsystolicAverage seated systolic blood pressure (SBP)	Clinical Data/Vital Signs/Seated Blood Pressure	Average seated systolic blood pressure (SBP)	Month-6 Follow-up Visit		numeric		millimeters of mercury (mmHg)	135	124.2	15.9	124.0	87.3	169.0	34
BESTAIR	avgseatedsystolic	avgseatedsystolicAverage seated systolic blood pressure (SBP)	Clinical Data/Vital Signs/Seated Blood Pressure	Average seated systolic blood pressure (SBP)	Month-12 Follow-up Visit		numeric		millimeters of mercury (mmHg)	80	126.3	16.8	126.8	76.0	175.7	28
BESTAIR	age	ageAge at visit	Demographics	Age at visit	Baseline Visit		integer		years	169	64.3	7.4	66.0	46.0	76.0	-
BESTAIR	age	ageAge at visit	Demographics	Age at visit	Month-6 Follow-up Visit		integer		years	169	64.7	7.4	66.0	46.0	77.0	-
BESTAIR	age	ageAge at visit	Demographics	Age at visit	Month-12 Follow-up Visit		integer		years	108	65.1	7.3	66.0	47.0	77.0	-
BESTAIR	ethnicity	ethnicityEthnicity	Demographics	Ethnicity			choices									
BESTAIR	gender	genderGender	Demographics	Gender			choices									
BESTAIR	race	raceRace	Demographics	Race			choices									
BESTAIR	phq8_total	phq8_totalPatient Health Questionnaire 8: Total Score	General Health/Patient Health Questionnaire (PHQ-8)	Patient Health Questionnaire 8: Total Score	Baseline Visit		integer			160	5.3	4.9	4.0	0.0	24.0	9
BESTAIR	phq8_total	phq8_totalPatient Health Questionnaire 8: Total Score	General Health/Patient Health Questionnaire (PHQ-8)	Patient Health Questionnaire 8: Total Score	Month-6 Follow-up Visit		integer			138	4.2	4.1	3.0	0.0	18.0	31
BESTAIR	phq8_total	phq8_totalPatient Health Questionnaire 8: Total Score	General Health/Patient Health Questionnaire (PHQ-8)	Patient Health Questionnaire 8: Total Score	Month-12 Follow-up Visit		integer			77	4.1	4.0	2.0	0.0	17.0	31
BESTAIR	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Baseline Visit		numeric		kilograms per square meter	169	31.7	5.9	31.2	19.6	62.9	-
BESTAIR	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Month-6 Follow-up Visit		numeric		kilograms per square meter	-	-	-	-	-	-	-
BESTAIR	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Month-12 Follow-up Visit		numeric		kilograms per square meter	-	-	-	-	-	-	-
BESTAIR	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Baseline Visit		numeric		millimeters of mercury	169	70.3	9.2	69.0	39.7	99.7	-
BESTAIR	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Month-6 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
BESTAIR	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Month-12 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
BESTAIR	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Baseline Visit		numeric		millimeters of mercury	169	125.2	17.2	124.7	75.3	169.0	-
BESTAIR	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month-6 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
BESTAIR	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month-12 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
BESTAIR	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Baseline Visit		numeric		years	169	64.3	7.4	66.0	46.0	76.0	-
BESTAIR	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Month-6 Follow-up Visit		numeric		years	-	-	-	-	-	-	-
BESTAIR	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Month-12 Follow-up Visit		numeric		years	-	-	-	-	-	-	-
BESTAIR	nsrr_ethnicity	nsrr_ethnicitySubject ethnicity	Harmonized/Demographics	Subject ethnicity			choices									
BESTAIR	nsrr_race	nsrr_raceSubject race	Harmonized/Demographics	Subject race			choices									
BESTAIR	nsrr_sex	nsrr_sexSubject sex	Harmonized/Demographics	Subject sex			choices									
BESTAIR	shq_diabetes	shq_diabetesSelf-reported physician diagnosis of diabetes	Medical History	Self-reported physician diagnosis of diabetes			choices									
BESTAIR	shq_diabetesmed	shq_diabetesmedSelf-reported medications for diabetes	Medical History	Self-reported medications for diabetes			choices									
BESTAIR	shq_highbp	shq_highbpSelf-reported physician diagnosis of high blood pressure or hypertension	Medical History	Self-reported physician diagnosis of high blood pressure or hypertension			choices									
BESTAIR	shq_highcholes	shq_highcholesSelf-reported physician diagnosis of high blood cholesterol	Medical History	Self-reported physician diagnosis of high blood cholesterol			choices									
BESTAIR	shq_highbpmed	shq_highbpmedSelf-reported medications for high blood pressure/hypertension	Medical History/Medications	Self-reported medications for high blood pressure/hypertension			choices									
BESTAIR	cal_total	cal_totalTotal score of the Calgary Sleep Apnea Quality of Life Index (SAQLI)	Sleep Questionnaires/Calgary Sleep Apnea Quality of Life Index (Calgary SAQLI)	Total score of the Calgary Sleep Apnea Quality of Life Index (SAQLI)	Baseline Visit		numeric			166	4.8	0.9	5.0	1.9	6.3	3
BESTAIR	cal_total	cal_totalTotal score of the Calgary Sleep Apnea Quality of Life Index (SAQLI)	Sleep Questionnaires/Calgary Sleep Apnea Quality of Life Index (Calgary SAQLI)	Total score of the Calgary Sleep Apnea Quality of Life Index (SAQLI)	Month-6 Follow-up Visit		numeric			136	4.8	0.8	4.9	1.8	6.3	33
BESTAIR	cal_total	cal_totalTotal score of the Calgary Sleep Apnea Quality of Life Index (SAQLI)	Sleep Questionnaires/Calgary Sleep Apnea Quality of Life Index (Calgary SAQLI)	Total score of the Calgary Sleep Apnea Quality of Life Index (SAQLI)	Month-12 Follow-up Visit		numeric			79	4.9	0.7	4.9	3.3	6.4	29
BESTAIR	ess_total	ess_totalTotal score of Epworth Sleepiness Scale (ESS)	Sleep Questionnaires/Hypersomnia	Total score of Epworth Sleepiness Scale (ESS)	Baseline Visit		integer			164	8.3	4.5	8.0	0.0	24.0	5
BESTAIR	ess_total	ess_totalTotal score of Epworth Sleepiness Scale (ESS)	Sleep Questionnaires/Hypersomnia	Total score of Epworth Sleepiness Scale (ESS)	Month-6 Follow-up Visit		integer			136	6.9	4.0	6.0	0.0	18.0	33
BESTAIR	ess_total	ess_totalTotal score of Epworth Sleepiness Scale (ESS)	Sleep Questionnaires/Hypersomnia	Total score of Epworth Sleepiness Scale (ESS)	Month-12 Follow-up Visit		integer			76	6.9	4.1	6.0	0.0	18.0	32
BESTAIR	prom_sdscale	prom_sdscalePROMIS Sleep Disturbance: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Disturbance	PROMIS Sleep Disturbance: Total Score	Baseline Visit		integer			164	21.9	6.8	22.0	7.0	38.0	5
BESTAIR	prom_sdscale	prom_sdscalePROMIS Sleep Disturbance: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Disturbance	PROMIS Sleep Disturbance: Total Score	Month-6 Follow-up Visit		integer			136	17.8	6.9	16.0	6.0	38.0	33
BESTAIR	prom_sdscale	prom_sdscalePROMIS Sleep Disturbance: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Disturbance	PROMIS Sleep Disturbance: Total Score	Month-12 Follow-up Visit		integer			77	17.0	6.9	16.0	6.0	33.0	31
BESTAIR	prom_sriscale	prom_sriscalePROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Total Score	Baseline Visit		integer			163	17.3	6.3	16.0	8.0	38.0	6
BESTAIR	prom_sriscale	prom_sriscalePROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Total Score	Month-6 Follow-up Visit		integer			137	14.7	5.8	13.0	8.0	34.0	32
BESTAIR	prom_sriscale	prom_sriscalePROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Sleep Disturbance/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Total Score	Month-12 Follow-up Visit		integer			78	14.5	5.7	13.0	8.0	33.0	30
BESTAIR	whiirs_total	whiirs_totalTotal score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Sleep Questionnaires/Sleep Disturbance/Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Total score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Baseline Visit		integer			161	9.7	4.6	10.0	1.0	20.0	8
BESTAIR	whiirs_total	whiirs_totalTotal score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Sleep Questionnaires/Sleep Disturbance/Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Total score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Month-6 Follow-up Visit		integer			134	7.3	4.3	7.0	0.0	19.0	35
BESTAIR	whiirs_total	whiirs_totalTotal score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Sleep Questionnaires/Sleep Disturbance/Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Total score of the Women's Health Initiative Insomnia Rating Scale (WHIIRS)	Month-12 Follow-up Visit		integer			74	6.8	4.2	6.0	0.0	19.0	34
BESTAIR	avgheightcm	avgheightcmAverage height	Anthropometry	Average height	Baseline Visit		numeric		centimeters (cm)	169	171.9	9.4	172.6	152.3	197.9	-
BESTAIR	avgheightcm	avgheightcmAverage height	Anthropometry	Average height	Month-6 Follow-up Visit		numeric		centimeters (cm)	89	172.0	9.4	173.7	152.3	189.6	80
BESTAIR	avgheightcm	avgheightcmAverage height	Anthropometry	Average height	Month-12 Follow-up Visit		numeric		centimeters (cm)	79	171.8	9.8	172.0	151.6	198.3	29
BESTAIR	avghipcm	avghipcmAverage hip circumference	Anthropometry	Average hip circumference	Baseline Visit		numeric		centimeters (cm)	168	113.7	13.5	113.2	89.0	185.2	1
BESTAIR	avghipcm	avghipcmAverage hip circumference	Anthropometry	Average hip circumference	Month-6 Follow-up Visit		numeric		centimeters (cm)	55	112.9	11.1	113.0	93.8	141.1	114
BESTAIR	avghipcm	avghipcmAverage hip circumference	Anthropometry	Average hip circumference	Month-12 Follow-up Visit		numeric		centimeters (cm)	79	113.7	13.4	113.8	88.3	152.4	29
BESTAIR	avgneckcm	avgneckcmAverage neck circumference	Anthropometry	Average neck circumference	Baseline Visit		numeric		centimeters (cm)	165	41.5	3.9	41.5	32.4	49.8	4
BESTAIR	avgneckcm	avgneckcmAverage neck circumference	Anthropometry	Average neck circumference	Month-6 Follow-up Visit		numeric		centimeters (cm)	55	41.8	3.6	41.7	33.1	49.5	114
BESTAIR	avgneckcm	avgneckcmAverage neck circumference	Anthropometry	Average neck circumference	Month-12 Follow-up Visit		numeric		centimeters (cm)	80	41.7	4.3	42.5	32.0	52.2	28
BESTAIR	avgwaistcm	avgwaistcmAverage waist circumference	Anthropometry	Average waist circumference	Baseline Visit		numeric		centimeters (cm)	168	110.5	14.1	109.3	82.4	159.2	1
BESTAIR	avgwaistcm	avgwaistcmAverage waist circumference	Anthropometry	Average waist circumference	Month-6 Follow-up Visit		numeric		centimeters (cm)	55	109.5	12.2	108.3	86.6	140.1	114
BESTAIR	avgwaistcm	avgwaistcmAverage waist circumference	Anthropometry	Average waist circumference	Month-12 Follow-up Visit		numeric		centimeters (cm)	79	109.5	13.6	111.7	79.3	137.5	29
BESTAIR	a4crveda	a4crvedaApical 4 chamber view: Right ventricular end-diastolic area (RV - EDA)	Clinical Data/Diagnostic Studies/Echocardiography	Apical 4 chamber view: Right ventricular end-diastolic area (RV - EDA)	Baseline Visit		numeric		centimeters squared (cm2)	138	25.0	4.8	24.2	16.7	37.3	31
BESTAIR	a4crveda	a4crvedaApical 4 chamber view: Right ventricular end-diastolic area (RV - EDA)	Clinical Data/Diagnostic Studies/Echocardiography	Apical 4 chamber view: Right ventricular end-diastolic area (RV - EDA)	Month-6 Follow-up Visit		numeric		centimeters squared (cm2)	-	-	-	-	-	-	-
BESTAIR	a4crveda	a4crvedaApical 4 chamber view: Right ventricular end-diastolic area (RV - EDA)	Clinical Data/Diagnostic Studies/Echocardiography	Apical 4 chamber view: Right ventricular end-diastolic area (RV - EDA)	Month-12 Follow-up Visit		numeric		centimeters squared (cm2)	64	24.3	4.5	23.6	16.5	35.8	44
BESTAIR	a4crvesa	a4crvesaApical 4 chamber view: Right ventricular end-systolic area (RV - ESA)	Clinical Data/Diagnostic Studies/Echocardiography	Apical 4 chamber view: Right ventricular end-systolic area (RV - ESA)	Baseline Visit		numeric		centimeters squared (cm2)	138	13.2	2.7	12.9	8.1	20.5	31
BESTAIR	a4crvesa	a4crvesaApical 4 chamber view: Right ventricular end-systolic area (RV - ESA)	Clinical Data/Diagnostic Studies/Echocardiography	Apical 4 chamber view: Right ventricular end-systolic area (RV - ESA)	Month-6 Follow-up Visit		numeric		centimeters squared (cm2)	-	-	-	-	-	-	-
BESTAIR	a4crvesa	a4crvesaApical 4 chamber view: Right ventricular end-systolic area (RV - ESA)	Clinical Data/Diagnostic Studies/Echocardiography	Apical 4 chamber view: Right ventricular end-systolic area (RV - ESA)	Month-12 Follow-up Visit		numeric		centimeters squared (cm2)	64	12.4	2.6	12.1	8.4	20.4	44
BESTAIR	awave	awavePeak A wave velocity	Clinical Data/Diagnostic Studies/Echocardiography	Peak A wave velocity	Baseline Visit		numeric		centimeters per second (cm/sec)	144	79.0	21.5	76.7	34.0	146.9	25
BESTAIR	awave	awavePeak A wave velocity	Clinical Data/Diagnostic Studies/Echocardiography	Peak A wave velocity	Month-6 Follow-up Visit		numeric		centimeters per second (cm/sec)	-	-	-	-	-	-	-
BESTAIR	awave	awavePeak A wave velocity	Clinical Data/Diagnostic Studies/Echocardiography	Peak A wave velocity	Month-12 Follow-up Visit		numeric		centimeters per second (cm/sec)	68	80.6	23.3	76.9	42.8	166.4	40
BESTAIR	eeprimelat	eeprimelatRatio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral)	Clinical Data/Diagnostic Studies/Echocardiography	Ratio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral)	Baseline Visit		numeric			149	8.3	2.9	7.8	4.1	19.8	20
BESTAIR	eeprimelat	eeprimelatRatio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral)	Clinical Data/Diagnostic Studies/Echocardiography	Ratio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral)	Month-6 Follow-up Visit		numeric			-	-	-	-	-	-	-
BESTAIR	eeprimelat	eeprimelatRatio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral)	Clinical Data/Diagnostic Studies/Echocardiography	Ratio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral)	Month-12 Follow-up Visit		numeric			69	8.6	2.9	8.1	4.3	16.7	39
BESTAIR	ewave	ewavePeak E wave velocity	Clinical Data/Diagnostic Studies/Echocardiography	Peak E wave velocity	Baseline Visit		numeric		centimeters per second (cm/sec)	150	80.1	22.1	78.0	45.0	180.0	19
BESTAIR	ewave	ewavePeak E wave velocity	Clinical Data/Diagnostic Studies/Echocardiography	Peak E wave velocity	Month-6 Follow-up Visit		numeric		centimeters per second (cm/sec)	-	-	-	-	-	-	-
BESTAIR	ewave	ewavePeak E wave velocity	Clinical Data/Diagnostic Studies/Echocardiography	Peak E wave velocity	Month-12 Follow-up Visit		numeric		centimeters per second (cm/sec)	69	82.3	21.5	79.0	42.0	175.0	39
BESTAIR	iasep	iasepInteratrial septum status	Clinical Data/Diagnostic Studies/Echocardiography	Interatrial septum status			choices									
BESTAIR	ivs	ivsParasternal long axis view: Interventricular septum thickness	Clinical Data/Diagnostic Studies/Echocardiography	Parasternal long axis view: Interventricular septum thickness	Baseline Visit		numeric		centimeters (cm)	150	1.1	0.2	1.1	0.8	1.8	19
BESTAIR	ivs	ivsParasternal long axis view: Interventricular septum thickness	Clinical Data/Diagnostic Studies/Echocardiography	Parasternal long axis view: Interventricular septum thickness	Month-6 Follow-up Visit		numeric		centimeters (cm)	-	-	-	-	-	-	-
BESTAIR	ivs	ivsParasternal long axis view: Interventricular septum thickness	Clinical Data/Diagnostic Studies/Echocardiography	Parasternal long axis view: Interventricular septum thickness	Month-12 Follow-up Visit		numeric		centimeters (cm)	68	1.1	0.2	1.1	0.8	1.6	40
BESTAIR	lav	lavLeft atrial volume (LAV)	Clinical Data/Diagnostic Studies/Echocardiography	Left atrial volume (LAV)	Baseline Visit		numeric		milliliters (mL)	151	51.9	18.9	49.5	19.6	164.6	18
